Company name,OSIRIS Identification Number,count_records
"MADISON BANCSHARES GROUP, LTD.",USA0D30,2
"MADISON BANCSHARES, INC.",US69372,3
"MADISON BANCSHARES, INC.",USA5FD7,4
MAGMA FINCORP LIMITED,IN26736,3
"MAGYAR BANCORP, INC.",US91727,1
MAHAKALI BIKAS BANK LTD,NP11214,4
MAHALAXMI FINANCE  LTD,NP11839,4
MAHILA SAHAYATRA MICROFINANCE BITTIYA SANSTHA LTD,NP12221,2
MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED,IN13952,3
"MAIN STREET BANCORP, INC",US48041,2
"MAIN STREET BANCORP, INC",USA1A80,2
MAIN STREET BANKS INC,US17730,6
MAIN STREET BANKS INC,USA1850,6
"MAIN STREET TRUST, INC",US19370,7
"MAIN STREET TRUST, INC",USAA8B7,7
"MAINSOURCE FINANCIAL GROUP, INC",US69378,16
"MAINSOURCE FINANCIAL GROUP, INC",USA0CF3,17
"MAINSTREET BANKSHARES, INC.",US84181,15
MALAYAN BANKING BERHAD - MAYBANK,MY30999,5
MALAYSIA BUILDING SOCIETY,MY16686,5
MALAYSIAN INDUSTRIAL DEVELOPMENT FINANCE BHD.,MY37296,3
"MALVERN BANCORP, INC",US20930,1
"MALVERN BANCORP, INC",US73381,3
"MALVERN BANCORP, INC",USB0241,14
MAN STRATEGIC HOLDINGS PLC,GB18494,3
MANHATTAN BANCORP,US84925,2
MANJUSHREE FINANCIAL INSTITUTION LTD,NP12025,4
MAPFRE USA CORP INC.,US58350,16
"MARCO COMMUNITY BANCORP, INC.",US84771,7
MARFIN BANK,RS19530,5
MARFIN INVESTMENT GROUP HOLDINGS SA,GR29923,5
MARLIN BUSINESS SERVICES CORP,US73294,7
MARQUETTE NATIONAL CORPORATION,US41977,16
MARSHALL & ILSLEY CORPORATION,US55640,11
MARSHALL & ILSLEY CORPORATION,US72175,4
MARUSAN SECURITIES CO LTD,JP17001,11
MARUSAN SECURITIES CO LTD,JP35687,11
MASHREQBANK PSC,AE32818,6
MASRAF AL RAYAN (Q.S.C.),QA21911,5
MASSBANK CORP,US17349,8
MASSBANK CORP,US55810,8
MASTERLINK SECURITIES CORPORATION,TW23884,4
"MATSUI SECURITIES CO., LTD.",JP38482,11
MAUCH CHUNK TRUST FINANCIAL CORP.,US89926,10
MAURITIUS COMMERCIAL BANK LTD (THE),MU32377,6
"MAYFLOWER BANCORP, INC",US84449,6
MAYFLOWER CO-OPERATIVE BANK,US64253,11
"MB BANCORP, INC.",US83941,2
MB FINANCIAL INC,US37256,16
MB FINANCIAL INC,USA0A2E,17
MBANK SA,PL33964,5
MBNA CORPORATION,US37259,6
MBNA CORPORATION,US5570N,5
MBT FINANCIAL CORPORATION,US19371,16
MBT FINANCIAL CORPORATION,USA74CC,17
MCB BANK LIMITED,PK31791,5
MCB BANK LIMITED,PK40904,5
MCB GROUP LIMITED,MU50003,3
"MCINTOSH BANCSHARES, INC.",US69402,9
"MCINTOSH BANCSHARES, INC.",USB236E,7
"MEBUKI FINANCIAL GROUP,INC",JP15647,5
"MEBUKI FINANCIAL GROUP,INC",JP56275,8
MECHANICS BANK,US36920,15
MECHANICS BANK,USDB64B,5
"MEDFORD BANCORP, INC",US48043,2
"MEDFORD BANCORP, INC",US75340,2
MEDIOBANCA SPA - MEDIOBANCA - BANCA DI CREDITO FINANZIARIO SOCIETA PER AZIONI,IT21392,5
MEDIOBANCA SPA - MEDIOBANCA - BANCA DI CREDITO FINANZIARIO SOCIETA PER AZIONI,IT45296,5
MEETINGHOUSE BANCORP INC,US83836,4
MEEZAN BANK LIMITED,PK18577,5
MEGA BANK NEPAL LIMITED,NP14027,3
"MEGA BILLS FINANCE CO., LTD",TW32429,3
MEGA FINANCIAL HOLDING COMPANY,TW16936,5
MEGA INTERNATIONAL COMMERCIAL BANK CO LTD,TW30922,5
MEGABANK PUBLIC JOINT STOCK COMPANY,UA25330,3
MELHUS SPAREBANK - MELHUSBANKEN,NO19918,5
MELIORBANCA GROUP - MELIORBANCA SPA,IT21318,1
MELLON FINANCIAL CORPORATION,US34011,7
"MELROSE BANCORP, INC.",US83925,3
MERCANTIL C.A. BANCO UNIVERSAL,VE30583,4
MERCANTIL C.A. BANCO UNIVERSAL,VE41049,11
MERCANTIL DO BRASIL FINANCEIRA S.A.,BR15854,2
MERCANTIL DO BRASIL FINANCEIRA S.A.,BRA827D,16
"MERCANTIL SERVICIOS FINANCIEROS, C.A.",VE46687,5
"MERCANTIL SERVICIOS FINANCIEROS, C.A.",VEA55E6,16
"MERCANTILE BANCORP, INC., ILLINOIS",US69406,13
"MERCANTILE BANCORP, INC., ILLINOIS",USAA5E4,10
MERCANTILE BANK CORPORATION,US19372,16
MERCANTILE BANK CORPORATION,USA22E7,17
MERCANTILE BANK HOLDINGS LIMITED,ZA45630,5
MERCANTILE BANK LIMITED,BD49743,5
MERCANTILE BANKSHARES CORPORATION,US34146,7
MERCANTILE BANKSHARES CORPORATION,US56900,7
MERCERSBURG FINANCIAL CORPORATION,US81970,17
MERCHANT BANK OF SRI LANKA & FINANCE PLC,LK30761,5
"MERCHANTS & MARINE BANCORP, INC.",US20639,4
"MERCHANTS & MARINE BANCORP, INC.",US91256,4
"MERCHANTS & MARINE BANCORP, INC.",USB2394,4
"MERCHANTS AND MANUFACTURERS BANCORPORATION, INC",US19373,8
"MERCHANTS AND MANUFACTURERS BANCORPORATION, INC",USA82A7,7
MERCHANTS BANCORP,US89933,13
"MERCHANTS BANCORP, INC.",US69412,12
"MERCHANTS BANCORP, INC.",US89934,4
MERCHANTS BANCSHARES INC.,US41982,16
MERCHANTS BANCSHARES INC.,US56920,17
MERCHANTS NEW YORK BANCORP,US42877,1
MERITZ SECURITIES CO,KR39544,2
MERKUR-BANK KGAA,DE13554,5
"MERRILL LYNCH & CO., INC",US35534,2
"MERRILL MERCHANTS BANCSHARES, INC.",US69417,6
"MERRILL MERCHANTS BANCSHARES, INC.",US89935,1
"MERRILL MERCHANTS BANCSHARES, INC.",USA1C3A,7
"META FINANCIAL GROUP, INC",US19329,12
"META FINANCIAL GROUP, INC",USA0CCE,17
METAIRIE BANK & TRUST COMPANY,US64339,15
METALLINVESTBANK - METALLURGICAL INVESMENT BANK (OJSC),RU16700,5
METALLURGICAL COMMERCIAL BANK - METKOMBANK,RU39399,3
"METRO BANCORP, INC",US19397,16
"METRO BANCORP, INC",USA1334,16
METRO BANK PLC,GB14553,5
METRO DEVELOPMENT BANK LTD,NP11700,4
METROCORP BANCSHARES INC,US17911,14
METROCORP BANCSHARES INC,USA1DB1,13
METROPACIFIC BANK,US71646,4
METROPOLITAN BANK & TRUST COMPANY,PH16104,8
METROPOLITAN BANK & TRUST COMPANY,PH30959,5
MFC ASSET MANAGEMENT PUBLIC COMPANY LIMITED,TH16212,3
MIBANCO - BANCO DE LA MICRO EMPRESA SA,PE49366,1
"MICHIGAN HERITAGE BANCORP, INC.",US90623,7
"MID PENN BANCORP, INC",US19374,15
"MID PENN BANCORP, INC",US89049,1
"MID PENN BANCORP, INC",USA1828,17
MID WYND INTERNATIONAL INVESTMENT PLC,GB45734,4
MID-STATE BANCSHARES,US48044,7
MID-STATE BANCSHARES,USA2457,7
MID-VALLEY BANK,US64378,4
"MID-WISCONSIN FINANCIAL SERVICES, INC.",US69465,13
"MID-WISCONSIN FINANCIAL SERVICES, INC.",USB2412,6
MIDAMERICA BANCORP,US41908,2
MIDAMERICA BANCORP,US6000A,2
MIDCAROLINA FINANCIAL CORPORATION,US69439,5
MIDCAROLINA FINANCIAL CORPORATION,US89973,4
MIDCAROLINA FINANCIAL CORPORATION,USB116F,6
MIDDLEBURG FINANCIAL CORPORATION,US69443,17
MIDDLEBURG FINANCIAL CORPORATION,USA1E1C,16
MIDDLEFIELD BANC CORP.,US20855,6
MIDDLEFIELD BANC CORP.,US69445,10
MIDDLEFIELD BANC CORP.,USB14FE,11
MIDLAND CAPITAL HOLDINGS CORPORATION,US23958,4
"MIDLAND STATES BANCORP, INC.",US69451,16
"MIDLAND STATES BANCORP, INC.",USD24BC,8
"MIDSOUTH BANCORP, INC",US19375,16
"MIDSOUTH BANCORP, INC",USA09E8,17
"MIDWEST BANC HOLDINGS, INC",US48045,10
"MIDWEST BANC HOLDINGS, INC",USA19B6,10
"MIDWEST BANCSHARES, INC.",US84327,7
"MIDWESTONE FINANCIAL GROUP, INC",US69258,17
"MIDWESTONE FINANCIAL GROUP, INC",USB0722,12
"MIDWESTONE FINANCIAL GROUP, INC (OLD)",US69464,8
"MIDWESTONE FINANCIAL GROUP, INC (OLD)",USA0B74,7
MILITARY COMMERCIAL JOINT STOCK BANK,VN47284,5
MILLENNIUM BANKSHARES CORPORATION,US69470,10
MILLENNIUM BANKSHARES CORPORATION,USA3AA0,8
"MINAMI-NIPPON BANK, LTD.",JP17207,11
"MINAMI-NIPPON BANK, LTD.",JP32707,11
MINATO BANK LTD,JP17208,11
MINATO BANK LTD,JP48679,11
"MINDEN BANCORP, INC.",US83791,4
MIRAE ASSET DAEWOO CO LTD,KR42218,2
"MIRAE ASSET SECURITIES CO., LTD",KR29156,2
MIRAE BANK,US64423,7
MIRMIRE MICROFINANCE DEVELOPMENT BANK LIMITED,NP12197,2
MISR IRAN DEVELOPMENT BANK SAE,EG33826,1
MISSION COMMUNITY BANCORP,US84884,9
MISSION DEVELOPMENT BANK LTD,NP11711,4
MITERI DEVELOPMENT BANK LTD,NP11154,4
MITHILA LAGHU BITTA BIKAS BANK LTD,NP12212,2
MITO SECURITIES CO LTD,JP28837,5
MITO SECURITIES CO LTD,JP38531,11
MITSUBISHI UFJ FINANCIAL GROUP INC - KABUSHIKI KAISHA MITSUBISHI UFJ FINANCIAL GROUP,JP18488,11
MITSUBISHI UFJ FINANCIAL GROUP INC - KABUSHIKI KAISHA MITSUBISHI UFJ FINANCIAL GROUP,JP18489,11
MITSUBISHI UFJ FINANCIAL GROUP INC - KABUSHIKI KAISHA MITSUBISHI UFJ FINANCIAL GROUP,JPA2D9F,17
MITSUBISHI UFJ LEASE & FINANCE COMPANY LIMITED,JP16263,6
"MITSUBISHI UFJ NICOS CO., LTD",JP49043,3
"MITSUBISHI UFJ SECURITIES HOLDINGS CO., LTD",JP16057,11
"MITSUBISHI UFJ SECURITIES HOLDINGS CO., LTD",JP16058,11
MITSUBISHI UFJ TRUST AND BANKING CORPORATION - MITSUBISHI UFJ SHINTAKU GINKO KABUSHIKI KAISHA,JP30268,11
MITSUBISHI UFJ TRUST AND BANKING CORPORATION - MITSUBISHI UFJ SHINTAKU GINKO KABUSHIKI KAISHA,JP34194,11
MITTEL SPA,IT28961,1
MIYAZAKI BANK,JP17211,11
MIYAZAKI BANK,JP32127,11
MIZRAHI TEFAHOT BANK LTD.,IL33169,5
MIZUHO FINANCIAL GROUP,JP19891,11
MIZUHO FINANCIAL GROUP,JP19892,11
MIZUHO FINANCIAL GROUP,JPAD9C9,10
MIZUHO INVESTORS SECURITIES CO LTD,JP35662,6
MIZUHO INVESTORS SECURITIES CO LTD,JP41277,6
MIZUHO SECURITIES CO LTD.,JP49948,7
MIZUHO SECURITIES CO LTD.,JP49949,7
"MIZUHO TRUST & BANKING CO., LTD",JP30939,11
"MIZUHO TRUST & BANKING CO., LTD",JP36708,11
MKOMBOZI COMMERCIAL BANK PLC,TZ52046,3
MLP AG,DE15668,3
MNB CORPORATION,US89986,11
MODERN LEASING,TN16203,5
MOENS BANK A/S,DK10475,5
MOLDINDCONBANK SA,MD47463,5
MOLDOVA AGROINDBANK SA,MD40902,4
MOLDOVA AGROINDBANK SA,MD46537,5
MOMIJI BANK LTD,JP17188,10
MOMIJI HOLDINGS INC,JP19272,1
MOMIJI HOLDINGS INC,JP19273,1
MONARCH BANK INC,US64439,14
"MONARCH COMMUNITY BANCORP, INC",US23959,9
MONARCH FINANCIAL HOLDINGS INC,US73296,7
MONARCH FINANCIAL HOLDINGS INC,USAE6E5,12
"MONETA MONEY BANK, A.S",CZ12944,1
"MONETA MONEY BANK, A.S",CZ35907,3
MONEX GROUP INC,JP50159,10
MONEX S.A.B DE CV,MX50075,5
MONEX S.A.B DE CV,MXD1364,9
"MONEX, INC",JP51735,6
MONROE BANCORP,US69480,11
MONROE BANCORP,USA1F3F,10
MONTEPIO HOLDING SGPS SA,PT18892,5
MONTEPIO INVESTIMENTO SA,PT45385,1
MONTEPIO LUZ SAVINON I.A.P,MX50180,1
MORGAN FINANCIAL CORPORATION,US83604,4
MORGAN STANLEY,US35584,7
MOSKOVSKY OBLASTNOY BANK,RU28220,3
MOSUL BANK FOR DEVELOPMENT & INVESTMENT,IQ13373,3
MOTHER LODE BANK,US71383,11
MOUNT MAKALU DEVELOPMENT BANK LTD,NP11718,4
MOUNTAIN 1ST BANK & TRUST COMPANY,US71384,10
MOUNTAIN BANK HOLDING COMPANY,US71162,3
MOUNTAIN BANK HOLDING COMPANY,US90511,4
"MOUNTAIN NATIONAL BANCSHARES, INC.",US69491,9
"MOUNTAIN NATIONAL BANCSHARES, INC.",USB1B69,7
"MOUNTAIN VALLEY BANCSHARES, INC.",US83218,12
MOUNTAIN WEST FINANCIAL CORP.,US69494,14
MSB FINANCIAL CORP,US83398,4
MUFG AMERICAS HOLDINGS CORPORATION,US41741,16
MUFG AMERICAS HOLDINGS CORPORATION,US91250,17
MUKTINATH BIKAS BANK LTD,NP11177,4
"MULTIBANK, INC",PA32402,5
"MULTIBANK, INC",PAB36B8,9
MULTIPURPOSE FINANCE CO. LTD,NP11885,4
MURRAY INTERNATIONAL TRUST PLC,GB24627,3
MUSASHINO BANK,JP17213,11
MUSASHINO BANK,JP32835,11
MUSCAT FINANCE COMPANY LIMITED SAOG,OM27650,3
"MUTUAL COMMUNITY SAVINGS BANK, SSB",US64491,6
"MUTUAL FEDERAL BANCORP, INC",US83660,4
MUTUAL TRUST BANK,BD49475,5
MUTUALFIRST FINANCIAL INC,US23960,4
MUTUALFIRST FINANCIAL INC,USA21B1,17
MVB FINANCIAL CORP,US73383,3
MVB FINANCIAL CORP,USB2441,10
MW BANCORP INC,US91834,1
MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,DE17312,5
MYSTATE LIMITED,AU16687,6
"MYSTIC FINANCIAL, INC",US19376,5
"MYSTIC FINANCIAL, INC",USA17BE,5
NABIL BANK LIMITED,NP11808,4
NABIL BANK LIMITED,NP36862,8
NADRA BANK,UA47941,2
NAGANO BANK LTD.,JP17214,11
NAGANO BANK LTD.,JP32695,11
NARAYANI DEVELOPMENT BANK LTD,NP53538,4
NARAYANI NATIONAL FINANCE LIMITED,NP11777,4
"NASB FINANCIAL, INC",US17350,4
"NASB FINANCIAL, INC",USA0423,17
NATIONAL AUSTRALIA BANK LIMITED,AU30191,6
NATIONAL AUSTRALIA BANK LIMITED,AUA034C,17
NATIONAL BANCSHARES CORPORATION,US90006,9
NATIONAL BANK HOLDING CORPORATION,US73336,6
NATIONAL BANK HOLDING CORPORATION,USDD54D,7
NATIONAL BANK LIMITED,BD12512,5
NATIONAL BANK LIMITED,BD33521,5
NATIONAL BANK OF ABU DHABI,AE31240,5
NATIONAL BANK OF BAHRAIN,BH31687,5
NATIONAL BANK OF CANADA - BANQUE NATIONALE DU CANADA,CA33407,17
NATIONAL BANK OF CANADA - BANQUE NATIONALE DU CANADA,CAA28E5,17
NATIONAL BANK OF FUJAIRAH PJSC,AE36125,6
NATIONAL BANK OF GREECE SA,GR20033,5
NATIONAL BANK OF GREECE SA,GR43085,5
NATIONAL BANK OF GREECE SA,GRA21EA,16
NATIONAL BANK OF IRAQ,IQ14597,5
NATIONAL BANK OF KENYA LTD,KE32896,5
NATIONAL BANK OF KUWAIT S.A.K.,KW30937,6
NATIONAL BANK OF MALAWI,MW30678,5
NATIONAL BANK OF OMAN (SAOG),OM31947,5
NATIONAL BANK OF PAKISTAN,PK25283,5
NATIONAL BANK OF PAKISTAN,PK31586,5
NATIONAL BANK OF RAS AL-KHAIMAH (P.S.C.) (THE) - RAKBANK,AE33467,5
NATIONAL BANK OF UMM AL-QAIWAIN PSC,AE33201,5
NATIONAL BANK TRUST OAO,RU17005,5
"NATIONAL BANKSHARES, INC.",US18851,16
"NATIONAL BANKSHARES, INC.",USA23E2,16
NATIONAL CITIZEN COMMERCIAL JOINT STOCK BANK,VN27066,5
NATIONAL CITY BANCORPORATION,US48047,1
NATIONAL CITY BANCORPORATION,US61470,1
NATIONAL CITY CORPORATION,US34036,8
NATIONAL CITY CORPORATION,USA1AFD,8
NATIONAL COMMERCE CORP,US81164,3
NATIONAL COMMERCE CORP,USF3DEF,6
NATIONAL COMMERCE FINANCIAL CORPORATION,US37255,4
NATIONAL COMMERCE FINANCIAL CORPORATION,US61500,4
NATIONAL COMMERCIAL BANK (THE),SA31304,5
NATIONAL COMMERCIAL BANK JAMAICA LIMITED,JM32207,5
NATIONAL COMMERCIAL BANK JAMAICA LIMITED,JMA7DD0,17
NATIONAL CREDIT AND COMMERCE BANK LTD,BD43899,5
NATIONAL CREDIT AND COMMERCE BANK LTD,BD51803,5
NATIONAL CREDIT BANK (CLOSED SHAREHOLDING COMPANY),SY29322,5
NATIONAL DEVELOPMENT BANK PLC - NDB BANK,LK44194,5
NATIONAL INVESTMENTS COMPANY,KW47081,4
NATIONAL MICROFINANCE BANK PLC,TZ39044,5
"NATIONAL PENN BANCSHARES, INC.",US41943,16
"NATIONAL PENN BANCSHARES, INC.",US61870,16
NATIONS TRUST BANK PLC,LK40113,5
NATIONS TRUST BANK PLC,LK48528,5
NATIONWIDE BUILDING SOCIETY,GB24663,6
NATIXIS SA,FR16314,5
NATIXIS SA,FR45333,5
NATURE COAST BANK,US71649,12
NAUGATUCK VALLEY FINANCIAL CORP,US68152,4
NAUGATUCK VALLEY FINANCIAL CORP,USAA026,14
NAVA BANKA DD,HR18680,5
NAVADURGA FINANCE CO. LTD,NP11854,3
NAYA NEPAL LAGHUBITTA BIKAS BANK LTD,NP12172,2
"NB&T FINANCIAL GROUP, INC",US19378,15
"NB&T FINANCIAL GROUP, INC",USA9A5C,13
NBS BANK LTD,MW23442,5
"NBT BANCORP, INC.",US41939,16
"NBT BANCORP, INC.",US60830,17
NCAL BANCORP,US90012,12
NEDBANK (SWAZILAND) LIMITED,SZ32441,5
NEDBANK GROUP LIMITED,ZA31159,5
NEDBANK GROUP LIMITED,ZAA226A,16
"NEFFS BANCORP, INC.",US90013,12
NEPAL BANGLADESH BANK LIMITED,NP46544,1
NEPAL BANK LIMITED,NP44885,3
NEPAL COMMUNITY DEVELOPMENT BANK LTD,NP12090,3
NEPAL CREDIT & COMMERCE BANK LIMITED,NP16898,1
NEPAL EXPRESS FINANCE LTD,NP11975,4
NEPAL FINANCE LIMITED,NP11765,4
NEPAL HOUSING AND MERCHANT FINANCE LIMITED,NP11800,3
NEPAL INDUSTRIAL DEVELOPMENT CORPORATION - NIDC,NP10904,4
NEPAL INVESTMENT BANK LTD,NP45016,6
NEPAL SBI BANK LTD,NP46581,6
NET-M PRIVATBANK 1891 AG,DE13093,5
NEUE AARGAUER BANK AG,CH34495,3
"NEW BANCORP, INC",US91852,1
NEW ENGLAND BANCSHARES INC,US73297,3
NEW ENGLAND BANCSHARES INC,USACA0D,9
"NEW PEOPLES BANKSHARES, INC.",US17676,14
"NEW PEOPLES BANKSHARES, INC.",US20956,1
"NEW PEOPLES BANKSHARES, INC.",USB248D,11
NEW RESOURCE BANK,US71941,11
"NEW YORK COMMUNITY BANCORP, INC",US38691,16
"NEW YORK COMMUNITY BANCORP, INC",USA08D5,16
NEWALLIANCE BANCSHARES INC,US40635,7
NEWALLIANCE BANCSHARES INC,USA8977,11
NEWBRIDGE BANCORP,US19368,16
NEWBRIDGE BANCORP,US50795,16
"NEWMIL BANCORP, INC",US19380,6
"NEWMIL BANCORP, INC",US63225,7
"NEWNAN COWETA BANCSHARES, INC.",US90663,7
"NEWPORT BANCORP, INC",US84456,1
NEWTON FINANCIAL CORPORATION,US69539,4
NEXITY FINANCIAL CORPORATION,US69540,10
NEXITY FINANCIAL CORPORATION,USAB120,7
NEXTGENESIS CORP,PH47083,2
NH INVESTMENT & SECURITIES CO LTD,KR16542,2
NI BANCSHARES CORPORATION,US69541,15
NI BANCSHARES CORPORATION,US90025,1
NIB BANK LTD,PK16720,5
NIBC BANK NV,NL22265,5
NIBC BANK NV,NL45122,5
NIC ASIA BANK LTD,NP50995,4
NIC BANK LIMITED,KE44472,5
"NICOLET BANKSHARES, INC.",US69543,14
"NICOLET BANKSHARES, INC.",USE6840,8
NIDC CAPITAL MARKETS LTD,NP11774,4
NIKKO CORDIAL CORPORATION,JP33523,3
NIKKO CORDIAL CORPORATION,JP41284,3
NIRDHAN UTTHAN BANK LTD,NP27391,2
NLB BANKA AD BEOGRAD,RS45405,5
NLB BANKA AD PODGORICA,ME27968,5
NLB BANKA D.D.,BA45854,3
NLB RAZVOJNA BANKA AD,BA29122,5
NLB TUTUNSKA BANKA A.D. SKOPJE,MK44793,5
NMB BANK LTD,NP18784,4
NMB BANK LTD,NP27652,5
NMBZ HOLDINGS LIMITED,ZW46666,5
NOMURA HOLDINGS INC,JP33086,9
NOMURA HOLDINGS INC,JP41279,11
NORCAL COMMUNITY BANCORP,US90027,8
NORDEA BANK AB (PUBL),SE49434,6
NORDEA BANK AB (PUBL),SE49435,3
NORDFYNS BANK A/S,DK45291,5
NORDJYSKE BANK A/S,DK10372,5
NORDNET AB,SE16886,5
NORTH ATLANTA NATIONAL BANK,US64599,5
NORTH BANK - NORTH BANK FOR FINANCE AND INVESTMENT,IQ27704,5
NORTH BAY BANCORP,US19381,7
NORTH BAY BANCORP,USA86A8,7
"NORTH CENTRAL BANCSHARES, INC",US17352,1
NORTH DALLAS BANK & TRUST CO INC,US64609,15
"NORTH FORK BANCORPORATION, INC",US38664,6
"NORTH FORK BANCORPORATION, INC",US6489N,6
NORTH PACIFIC BANK,JP17216,9
NORTH PACIFIC BANK,JP32413,6
"NORTH PENN BANCORP, INC",US85234,2
NORTH STATE BANCORP,US69553,11
NORTH STATE BANCORP,US90033,3
NORTH STATE BANCORP,USB134F,9
NORTH VALLEY BANCORP,US69554,14
NORTH VALLEY BANCORP,USA1873,14
NORTHEAST BANCORP,US10320,17
NORTHEAST BANCORP,US71171,12
"NORTHEAST COMMUNITY BANCORP, INC.",US83291,4
"NORTHEAST INDIANA BANCORP, INC",US23962,4
"NORTHEAST INDIANA BANCORP, INC",US53813,5
"NORTHEAST INDIANA BANCORP, INC",USA0C4A,17
NORTHERN 2 VCT PLC,GB40371,4
NORTHERN 3 VCT PLC,GB16517,4
"NORTHERN CALIFORNIA BANCORP, INC.",US82569,16
NORTHERN EMPIRE BANCSHARES,US69557,7
NORTHERN EMPIRE BANCSHARES,USA7833,7
NORTHERN INVESTORS COMPANY PLC,GB49761,4
NORTHERN STATES FINANCIAL CORPORATION,US69560,16
NORTHERN STATES FINANCIAL CORPORATION,USA0901,16
NORTHERN TRUST CORPORATION,US34055,16
NORTHERN VENTURE TRUST PLC,GB49135,3
"NORTHFIELD BANCORP, INC.",US20580,3
"NORTHFIELD BANCORP, INC.",USAF5B9,13
"NORTHRIM BANCORP, INC.",US69568,14
"NORTHRIM BANCORP, INC.",USA084A,17
NORTHSTAR FINANCIAL CORPORATION,US71175,2
NORTHUMBERLAND BANCORP,US89888,12
"NORTHWAY FINANCIAL, INC",US19382,15
"NORTHWAY FINANCIAL, INC",US89069,1
"NORTHWAY FINANCIAL, INC",USA187D,16
"NORTHWEST BANCORP, INC",US17579,1
"NORTHWEST BANCORPORATION, INC.",US69573,15
"NORTHWEST BANCORPORATION, INC.",US90043,1
"NORTHWEST BANCORPORATION, INC.",USB1350,11
NORTHWEST BANCSHARES INC,US68176,4
NORTHWEST BANCSHARES INC,USA0D64,18
NORTHWEST INDIANA BANCORP,US69575,16
NORTHWEST INDIANA BANCORP,USA1C1C,17
NORVESTIA OYJ,FI42194,3
NORWOOD FINANCIAL CORP,US19383,11
NORWOOD FINANCIAL CORP,US89070,5
NORWOOD FINANCIAL CORP,USA19D3,17
NOVA BANKA AD BANJA LUKA,BA17380,5
NOVA KREDITNA BANKA MARIBOR D.D.,SI31186,5
NOVA KREDITNA BANKA MARIBOR D.D.,SI48709,3
"NOVATION COMPANIES, INC",US23728,3
NRAM PLC,GB46531,5
"NSD BANCORP, INC.",US69582,5
"NSD BANCORP, INC.",USA15BE,4
NURBANK JSC,KZ48727,5
NWB FINANCIAL CORPORATION,US71177,1
NWB FINANCIAL CORPORATION,US90523,3
"O-BANK CO., LTD",TW49287,5
O.A.K. FINANCIAL CORPORATION,US19384,10
O.A.K. FINANCIAL CORPORATION,USB12C7,7
"OAK HILL FINANCIAL, INC",US19385,7
"OAK HILL FINANCIAL, INC",USA0D4F,7
"OAK RIDGE FINANCIAL SERVICES, INC.",US83383,9
OAK VALLEY BANCORP,US20937,3
OAK VALLEY BANCORP,US73339,5
OAK VALLEY BANCORP,USB108F,11
OAK VALLEY COMMUNITY BANK,US64691,15
OAK VIEW NATIONAL BANK,US73298,8
"OAKTREE CAPITAL GROUP, LLC",US51114,3
OAO COMMERCIAL BANK KHLYNOV,RU28369,3
"OBA FINANCIAL SERVICES, INC.",US84345,2
OBERBANK AG,AT30382,11
OBERBANK AG,AT44316,5
OCB BANCORP,US83902,3
OCBC WING HANG BANK LIMITED,HK32889,5
OCEAN SHORE HOLDING CO,US23963,4
OCEAN SHORE HOLDING CO,USAA381,15
OCEANFIRST FINANCIAL CORP,US17067,4
OCEANFIRST FINANCIAL CORP,USA14D6,17
OCONEE FEDERAL FINANCIAL CORP.,US83786,4
OCWEN FINANCIAL CORP,US40575,3
OESTJYDSK BANK A/S,DK10493,5
OFG BANCORP,US48540,17
OFG BANCORP,US66765,17
OGAKI KYORITSU BANK,JP17217,11
OGAKI KYORITSU BANK,JP33220,11
"OHIO HERITAGE BANCORP, INC.",US90053,10
OHIO LEGACY CORP.,US20875,15
OHIO VALLEY BANC CORP,US19386,15
OHIO VALLEY BANC CORP,US89046,1
OHIO VALLEY BANC CORP,USA1860,17
OHRIDSKA BANKA AD OHRID,MK46717,5
OJAI COMMUNITY BANK,US71659,12
OJSC FINANCECREDITBANK KAB,KG13957,3
OJSCB BANK OF BAKU,AZ29960,3
OKASAN SECURITIES GROUP INC,JP35669,11
OKASAN SECURITIES GROUP INC,JP41293,11
"OLD FLORIDA BANKSHARES, INC.",US71181,2
"OLD FLORIDA BANKSHARES, INC.",US90526,4
OLD HARBOR BANK,US64722,8
OLD KENT FINANCIAL CORP,US34089,1
OLD KENT FINANCIAL CORP,US65960,1
"OLD LINE BANCSHARES, INC",US23964,5
"OLD LINE BANCSHARES, INC",USA82A9,16
OLD NATIONAL BANCORP,US41794,17
OLD NATIONAL BANCORP,US66000,17
OLD POINT FINANCIAL CORPORATION,US19387,15
OLD POINT FINANCIAL CORPORATION,US20994,2
OLD POINT FINANCIAL CORPORATION,USA268C,17
"OLD SECOND BANCORP, INC",US19388,16
"OLD SECOND BANCORP, INC",USA0A80,16
OLDENBURGISCHE LANDESBANK - OLB,DE13592,5
OM DEVELOPMENT BANK LTD,NP11311,4
OM FINANCE LTD,NP11911,4
OMAN INTERNATIONAL DEVELOPMENT AND INVESTMENT CO. S.A.O.G. - OMINVEST,OM31516,5
OMDURMAN NATIONAL BANK PUBLIC LIMITED COMPANY,SD45208,3
OMEGA FINANCIAL CORPORATION,US48052,8
OMEGA FINANCIAL CORPORATION,USA0C6C,8
OMFS (GGP) LIMITED,GB24393,5
"OMNI BANCSHARES, INC.",US69600,11
"OMNI FINANCIAL SERVICES, INC.",US69601,6
"OMNI FINANCIAL SERVICES, INC.",USAC8C0,4
OMNIAMERICAN BANCORP INC,US68202,2
