Company name,WVB No,OSIRIS Identification Number,count_records,min_date,max_date
"ACADIANA BANCSHARES, INC.",32659NU,USA103F,2,2000-12-31,2001-12-31
ACCESS BANK (GHANA) LIMITED,GH11832,GH11832,3,2013-12-31,2015-12-31
ACCESS BANK PLC,30020KN,NG45885,3,2011-12-31,2013-12-31
ACCESS NATIONAL CORPORATION,40287NU,US68113,14,2002-12-31,2015-12-31
ACCESS NATIONAL CORPORATION,40287NU,USA9E37,16,2001-12-31,2016-12-31
ACCORD FINANCIAL CORPORATION,30889NC,CA16514,3,2013-12-31,2015-12-31
ACNB CORPORATION,40318NU,US00065,16,2000-12-31,2015-12-31
ACNB CORPORATION,40318NU,US19276,16,2000-12-31,2015-12-31
"ACOM CO, LTD",30251FJ,JP48259,5,2012-03-31,2016-03-31
ADDIKO BANK,30007OQ,BA16550,3,2013-12-31,2015-12-31
ADDIKO BANK AD BEOGRAD,RS07726716,RS40215,5,2011-12-31,2015-12-31
"ADMINISTRADORA DE FONDOS DE PENSIONES CONFIA, S.A.",SV06140403981050,SV51731,3,2013-12-31,2015-12-31
ADMINISTRADORA DE FONDOS DE PENSIONES Y CESANTIAS PROTECCION S A,30213LL,CO53089,3,2013-12-31,2015-12-31
"ADMIRALTY BANCORP, INC.",32722NU,US87574,3,2000-12-31,2002-12-31
"ADMIRALTY BANCORP, INC.",32722NU,USA1C98,2,2000-12-31,2001-12-31
"ADVANTAGE BANK, NEW JERSEY",US223612491,US60047,4,2002-12-31,2005-12-31
AEC SECURITIES PUBLIC COMPANY LIMITED,30277FT,TH16588,3,2013-12-31,2015-12-31
AEON CREDIT SERVICE (ASIA) COMPANY LIMITED,30205FH,HK48468,3,2014-02-20,2016-02-29
AEON CREDIT SERVICE (M) BERHAD,31094FM,MY14378,3,2014-02-20,2016-02-29
AEON FINANCIAL SERVICE CO LTD,30463FJ,JP49952,3,2014-03-31,2016-03-31
AEON FINANCIAL SERVICE CO LTD,30463FJ,JP49953,3,2014-03-31,2016-03-31
AEON THANA SINSAP THAILAND PUBLIC COMPANY LIMITED,30278FT,TH51353,4,2014-02-20,2016-02-29
"AFFILIATED MANAGERS GROUP, INC.",32994NU,US51083,3,2013-12-31,2015-12-31
AFFIN HOLDINGS BERHAD,30016FM,MY19847,5,2011-12-31,2015-12-31
AFFINE R.E. SA,30904EF,FR12124,3,2013-12-31,2015-12-31
AFRICAN PHOENIX INVESTMENTS LIMITED,30383KS,ZA46045,1,2013-09-30,2013-09-30
AFRICAN PHOENIX INVESTMENTS LIMITED,30383KS,ZA46050,2,2014-09-30,2015-09-30
AGRICULTURAL BANK OF CHINA LIMITED,31719PC,CN33572,5,2011-12-31,2015-12-31
AGRICULTURAL DEVELOPMENT BANK - AGBANK,GHCS474502014,GH36049,3,2013-12-31,2015-12-31
AGRICULTURAL DEVELOPMENT BANK LIMITED,30156FB,NP11350,4,2012-07-15,2015-07-16
AHLI BANK QSC,30021GQ,QA32368,1,2015-12-31,2015-12-31
AHLI BANK SAOG,30086GO,OM17597,5,2011-12-31,2015-12-31
AHLI UNITED BANK (EGYPT) SAE,30856KE,EG33380,3,2011-12-31,2015-12-31
AHLI UNITED BANK BSC,30010GB,BH49621,5,2011-12-31,2015-12-31
AHLI UNITED BANK KSC,30044GK,KW30356,5,2011-12-31,2015-12-31
AICHI BANK,30228FJ,JP17118,11,2006-03-31,2016-03-31
AICHI BANK,30228FJ,JP32872,11,2006-03-31,2016-03-31
AIFUL CORPORATION,30496FJ,JP48260,5,2012-03-31,2016-03-31
AIK BANKA A.D.,400120.0,RS16829,5,2011-12-31,2015-12-31
AIYL BANK OJSC,40006OY,KG27325,5,2011-12-31,2015-12-31
"AIZAWA SECURITIES CO., LTD",32736FJ,JP51787,8,2009-03-31,2016-03-31
"AIZAWA SECURITIES CO., LTD",32736FJ,JP51811,11,2006-03-31,2016-03-31
AJMAN BANK,30108GU,AE27741,5,2011-12-31,2016-12-31
"AJS BANCORP, INC.",US364485429,US84475,1,2012-12-31,2012-12-31
"AJS BANCORP, INC.",US901022599,US83900,4,2013-12-31,2016-12-31
AK BARS BANK,40537OR,RU46833,3,2013-12-31,2015-12-31
AKBANK T.A.S.,30016ET,TR31259,5,2011-12-31,2015-12-31
AKITA BANK LTD,30198FJ,JP17119,11,2006-03-31,2016-03-31
AKITA BANK LTD,30198FJ,JP32665,11,2006-03-31,2016-03-31
AKTIA BANK PLC,40060SF,FI27671,5,2011-12-31,2015-12-31
AKTSIONERNYI KOMMERCHESKII BANK NATSIONALNYI REZERVNYI BANK - NRBANK,40835OR,RU38853,3,2013-12-31,2015-12-31
AL AHLI BANK OF KUWAIT (KSC),30041GK,KW30299,5,2011-12-31,2015-12-31
AL AHLI BANK OF KUWAIT-EGYPT,30835KE,EG46618,5,2011-12-31,2015-12-31
AL BARAKA BANK EGYPT SAE,30855KE,EG32515,5,2011-12-31,2015-12-31
AL BARAKA BANK SUDAN PUBLIC LIMITED COMPANY,30017MR,SD16626,4,2011-12-31,2014-12-31
AL KHALIJ COMMERCIAL BANK,30038GQ,QA25184,5,2011-12-31,2015-12-31
AL MASSALEH REAL ESTATE CO. KUWAIT KSC (CLOSED),30022GK,KW40282,5,2011-12-31,2015-12-31
AL RAJHI BANK PUBLIC JOINT STOCK COMPANY,30094GS,SA32937,5,2011-12-31,2015-12-31
AL RAYAN BANK PLC,33024EX,GB29732,3,2013-12-31,2015-12-31
AL SALAM BANK,30002MR,SD27893,5,2011-12-31,2015-12-31
AL SHAMAL ISLAMIC BANK,30009MR,SD34439,6,2010-12-31,2015-12-31
AL-ARAFAH ISLAMI BANK LTD.,30279FE,BD44327,5,2011-12-31,2015-12-31
AL-MANSOUR INVESTMENT BANK,30093GI,IQ12923,2,2014-12-31,2015-12-31
AL-SALAM BANK-BAHRAIN B.S.C.,30035GB,BH28871,5,2011-12-31,2015-12-31
ALABAMA NATIONAL BANCORPORATION,36786NU,US48001,8,2000-12-31,2007-12-31
ALABAMA NATIONAL BANCORPORATION,36786NU,USA0E01,7,2000-12-31,2006-12-31
ALAMOGORDO FINANCIAL CORP,US742819148,US83539,4,2012-12-31,2015-12-31
ALANDSBANKEN ABP - BANK OF ALAND PLC,30044SF,FI34811,5,2011-12-31,2015-12-31
"ALARION FINANCIAL SERVICES, INC.",US203851373,US84317,9,2005-12-31,2013-12-31
ALASKA PACIFIC BANCSHARES INC,40862NU,US23724,2,2012-12-31,2013-12-31
ALAWWAL BANK,30029GS,SA31637,5,2011-12-31,2015-12-31
ALBARAKA BANKING GROUP B.S.C.,30048GB,BH23598,5,2011-12-31,2015-12-31
ALBARAKA TURK PARTICIPATION BANK - ALBARAKA TURK KATILIM BANKASI AS,30294ET,TR29117,4,2011-12-31,2014-12-31
ALBARAKA TURK PARTICIPATION BANK - ALBARAKA TURK KATILIM BANKASI AS,30294ET,TR32656,3,2013-12-31,2015-12-31
ALBEMARLE FIRST BANK,36831NU,US60064,4,2002-12-31,2005-12-31
ALBEMARLE FIRST BANK,36831NU,USA50B8,5,2000-12-31,2004-12-31
ALBINA COMMUNITY BANCORP,40871NU,US40473,14,2000-12-31,2013-12-31
ALDERMORE GROUP PLC,40489EX,GB52474,3,2013-12-31,2015-12-31
ALERUS FINANCIAL CORPORATION,US450375407,US68123,16,2000-12-31,2015-12-31
ALFA BANK PJSC,40521OU,UA26604,6,2009-12-31,2014-12-31
ALFA BANK PJSC,40521OU,UA29255,5,2011-12-31,2015-12-31
"ALGIERS BANCORP, INC.",US721317594,US74200,6,2004-12-31,2009-12-31
ALINMA BANK PUBLIC JOINT STOCK COMPANY,30114GS,SA11421,3,2011-12-31,2013-12-31
ALIOR BANK SPOLKA AKCYJNA,40290EO,PL11536,5,2011-12-31,2015-12-31
ALIOR BANK SPOLKA AKCYJNA,40290EO,PL15202,3,2013-12-31,2015-12-31
ALLAHABAD BANK,30789FI,IN31469,5,2012-03-31,2016-03-31
ALLAIRE COMMUNITY BANK,61560NU,US60074,3,2002-12-31,2004-12-31
"ALLEGHENY BANCSHARES, INC.",US223888163,US89190,10,2006-12-31,2015-12-31
"ALLEGHENY VALLEY BANCORP, INC.",US251545916,US20832,10,2006-12-31,2015-12-31
ALLEGIANCE BANCSHARES INC,US263564100,US73355,3,2013-12-31,2015-12-31
ALLEGIANCE BANCSHARES INC,US263564100,USF8327,4,2013-12-31,2016-12-31
ALLEGIANCE BANK OF NORTH AMERICA,61786NU,US60076,8,2002-12-31,2009-12-31
"ALLEGIANT BANCORP, INC",32818NU,US19277,4,2000-12-31,2003-12-31
"ALLEGIANT BANCORP, INC",32818NU,USA1BB8,4,2000-12-31,2003-12-31
ALLIANCE BANCORP INC. OF PENNSYLVANIA,US562637804,US83643,3,2012-12-31,2014-12-31
"ALLIANCE BANCORP OF NEW ENGLAND, INC",33009NU,US19278,4,2000-12-31,2003-12-31
"ALLIANCE BANCORP OF NEW ENGLAND, INC",33009NU,US8895A,4,2000-12-31,2003-12-31
ALLIANCE BANCSHARES CALIFORNIA,US912124567,US68128,7,2002-12-31,2008-12-31
ALLIANCE BANCSHARES CALIFORNIA,US912124567,USAA14C,8,2000-12-31,2007-12-31
ALLIANCE BANK,37384NU,US63520,13,2002-12-31,2014-12-31
ALLIANCE BANK & TRUST COMPANY,US841653729,US71269,13,2004-12-31,2016-12-31
ALLIANCE BANKSHARES CORPORATION,36840NU,US68129,10,2002-12-31,2011-12-31
ALLIANCE BANKSHARES CORPORATION,36840NU,USA9DDD,12,2000-12-31,2011-12-31
ALLIANCE FINANCE COMPANY PLC,30094FS,LK15093,6,2011-03-31,2016-03-31
ALLIANCE FINANCIAL CORPORATION,33017NU,US48002,13,2000-12-31,2012-12-31
ALLIANCE FINANCIAL CORPORATION,33017NU,USA23EC,13,2000-12-31,2012-12-31
ALLIANCE FINANCIAL GROUP BERHAD,91147FM,MY29207,5,2012-03-31,2016-03-31
ALLIANCE TRUST PLC,90028EX,GB43640,3,2013-12-31,2015-12-31
ALLIED BANK LIMITED,30171FP,PK33464,5,2011-12-31,2015-12-31
ALLIED BANKING CORPORATION,30202FA,PH36409,5,2008-12-31,2012-12-31
ALLIED FIRST BANCORP INC,US364482786,US16172,15,2001-12-31,2015-12-31
ALLIED IRISH BANKS PLC,30025EZ,IE20102,3,2013-12-31,2015-12-31
ALLIED IRISH BANKS PLC,30025EZ,IE20103,5,2011-12-31,2015-12-31
ALLIED IRISH BANKS PLC,30025EZ,IEA046E,14,2000-12-31,2013-12-31
ALLY FINANCIAL INC,62304NU,US40747,7,2009-12-31,2015-12-31
ALLY FINANCIAL INC,62304NU,USAA9FD,17,2000-12-31,2016-12-31
ALMACENADORA ACCEL SA,30175LM,MX50087,3,2013-12-31,2015-12-31
ALMACENES INTERNACIONALES RAISA S.A.,30052LO,BO53098,3,2013-12-31,2015-12-31
ALPHA BANK AE,30001EG,GR20022,5,2011-12-31,2015-12-31
ALPHA BANK AE,30001EG,GR41109,5,2011-12-31,2015-12-31
ALPHA BANK AE,30001EG,GRA22CF,16,2000-12-31,2015-12-31
ALPIC EVEREST FINANCE LTD,30020FB,NP54302,1,2012-07-15,2012-07-15
ALPINE DEVELOPMENT BANK LTD,30161FB,NP11292,4,2012-07-15,2015-07-16
ALTAPACIFIC BANCORP,US272633840,US83763,7,2010-12-31,2016-12-31
ALTAPACIFIC BANK,US204169780,US71840,11,2006-12-31,2016-12-31
ALTAREA S.A.,30204EF,FR17686,3,2013-12-31,2015-12-31
ALTERNATIFBANK A.S.,30088ET,TR36863,5,2011-12-31,2015-12-31
"ALTRUST FINANCIAL SERVICES, INC.",US630923450,US68134,11,2000-12-31,2014-12-31
"ALTRUST FINANCIAL SERVICES, INC.",US630923450,US89197,5,2006-12-31,2015-12-31
AMANA BANK PLC,30315FS,LK14578,5,2011-12-31,2015-12-31
AMANAH LEASING PUBLIC COMPANY LTD,30301FT,TH50972,3,2013-12-31,2015-12-31
AMB FINANCIAL CORP,US351905382,US23746,5,2011-12-31,2015-12-31
AMB FINANCIAL CORP,US351905382,US88859,5,2012-12-31,2016-12-31
AMB FINANCIAL CORP,US351905382,USA14F9,16,2000-12-31,2015-12-31
AMBOY BANCORPORATION,US68142,US68142,16,2000-12-31,2015-12-31
"AMCORE FINANCIAL, INC.",35065NU,US00395,10,2000-12-31,2009-12-31
"AMCORE FINANCIAL, INC.",35065NU,US41869,10,2000-12-31,2009-12-31
AMEGY CORPORATION,33391NU,US47473,6,2000-12-31,2005-12-31
AMEGY CORPORATION,33391NU,USA141A,5,2000-12-31,2004-12-31
AMEN BANK,30012KU,TN31563,5,2011-12-31,2015-12-31
AMERIANA BANCORP,US351782688,US02925,15,2000-12-31,2014-12-31
AMERIANA BANCORP,US351782688,US68144,14,2001-12-31,2014-12-31
AMERICA CALIFORNIA BANK,US942158123,US60116,13,2002-12-31,2014-12-31
AMERICA FINANCIERA SA,30163LP,PE15747,3,2013-12-31,2015-12-31
"AMERICAN BANCORP, INC.",US720951347,US81467,17,2000-12-31,2016-12-31
AMERICAN BANK HOLDINGS INC,40524NU,US23747,4,2012-12-31,2015-12-31
AMERICAN BANK INCORPORATED,36855NU,US68151,3,2013-12-31,2015-12-31
AMERICAN BANK INCORPORATED,36855NU,USA69D7,9,2000-12-31,2008-12-31
AMERICAN BUSINESS BANK,40306NU,US39310,15,2002-12-31,2016-12-31
AMERICAN CAPITAL LTD,37333NU,US51043,5,2011-12-31,2015-12-31
"AMERICAN COMMUNITY BANCORP, INC.",US201541152,US71005,7,2004-12-31,2010-12-31
"AMERICAN COMMUNITY BANCSHARES, INC.",36859NU,US68157,8,2001-12-31,2008-12-31
"AMERICAN COMMUNITY BANCSHARES, INC.",36859NU,USA2686,9,2000-12-31,2008-12-31
AMERICAN EXPRESS COMPANY,30356NU,US48650,7,2009-12-31,2015-12-31
AMERICAN NATIONAL BANKSHARES INC.,30822NU,US68161,16,2000-12-31,2015-12-31
AMERICAN NATIONAL BANKSHARES INC.,30822NU,USA2087,17,2000-12-31,2016-12-31
AMERICAN PACIFIC BANK,60655NU,US60187,3,2002-12-31,2004-12-31
AMERICAN PACIFIC BANK,60655NU,USA0146,4,2000-12-31,2003-12-31
AMERICAN RIVER BANKSHARES,36863NU,US20976,1,2015-12-31,2015-12-31
AMERICAN RIVER BANKSHARES,36863NU,US68163,15,2000-12-31,2014-12-31
AMERICAN RIVER BANKSHARES,36863NU,USA1D1C,17,2000-12-31,2016-12-31
AMERICAN RIVIERA BANK,US205071344,US71835,11,2006-12-31,2016-12-31
AMERICANWEST BANCORPORATION,36868NU,US19279,10,2000-12-31,2009-12-31
AMERICANWEST BANCORPORATION,36868NU,USA0CC0,10,2000-12-31,2009-12-31
AMERICAS UNITED BANK,US205120772,US71836,11,2006-12-31,2016-12-31
AMERIGROUP CORP,35104NU,US51102,5,2012-09-30,2016-09-30
AMERIS BANCORP,32627NU,US68106,16,2000-12-31,2015-12-31
AMERIS BANCORP,32627NU,USA0CE0,17,2000-12-31,2016-12-31
"AMERISERV FINANCIAL, INC",37181NU,US41898,16,2000-12-31,2015-12-31
"AMERISERV FINANCIAL, INC",37181NU,US93240,17,2000-12-31,2016-12-31
AMES NATIONAL CORPORATION,37154NU,US19280,16,2000-12-31,2015-12-31
AMES NATIONAL CORPORATION,37154NU,USA2DAA,17,2000-12-31,2016-12-31
AMMB HOLDINGS BERHAD,30032FM,MY31549,5,2012-03-31,2016-03-31
AMSOUTH BANCORPORATION,30786NU,US0582N,6,2000-12-31,2005-12-31
AMSOUTH BANCORPORATION,30786NU,US34078,6,2000-12-31,2005-12-31
AMUNDI SA,FR314222902,FR11915,3,2013-12-31,2015-12-31
AMW CAPITAL LEASING AND FINANCE PLC,30285FS,LK50508,3,2013-12-31,2015-12-31
ANCHOR BANCORP WISCONSIN INC,35070NU,US17299,4,2012-12-31,2015-12-31
ANCHOR BANCORP WISCONSIN INC,35070NU,USED2D1,6,2011-03-31,2015-12-31
"ANCHOR BANCORP, INC",US263356075,US91444,4,2011-12-31,2014-12-31
"ANCHOR BANCORP, INC",US263356075,US91628,2,2015-12-31,2016-12-31
"ANCHOR BANCORP, INC",US263356075,USB27F8,13,2004-06-30,2016-06-30
ANDHRA BANK,30759FI,IN30536,5,2012-03-31,2016-03-31
ANDOVER BANCORP INC.,US042952665,US05283,1,2000-12-31,2000-12-31
ANDOVER BANCORP INC.,US042952665,US41958,1,2000-12-31,2000-12-31
"ANDOVER BANCORP, INC., OHIO",US341436053,US89170,10,2006-12-31,2015-12-31
ANIMAL RESOURCES BANK,30007MR,SD49382,1,2015-12-31,2015-12-31
ANNALY CAPITAL MANAGEMENT INC,34921NU,US13642,3,2013-12-31,2015-12-31
"ANNAPOLIS BANCORP, INC.",36876NU,US89173,8,2000-12-31,2012-12-31
ANSA MERCHANT BANK LTD,30018WF,TT53102,3,2013-12-31,2015-12-31
ANSA MERCHANT BANK LTD,30018WF,TTF85CF,6,2010-12-31,2015-12-31
ANSAR BANK,30301GN,IR52931,4,2013-03-20,2016-03-20
ANXIN TRUST CO LTD,31403PC,CN51588,5,2011-12-31,2015-12-31
AOZORA BANK LTD,30185FJ,JP30270,11,2006-03-31,2016-03-31
AOZORA BANK LTD,30185FJ,JP36702,11,2006-03-31,2016-03-31
APEX DEVELOPMENT BANK LTD,NP12126,NP12126,4,2012-07-15,2015-07-16
"APLUS FINANCIAL CO., LTD",30017FJ,JP48947,3,2014-03-31,2016-03-31
APOLLO INVESTMENT CORPORATION,36124NU,US51084,5,2012-03-31,2016-03-31
"APPALACHIAN BANCSHARES, INC",37054NU,US19281,10,2000-12-31,2009-12-31
"APPALACHIAN BANCSHARES, INC",37054NU,USAB31B,7,2002-12-31,2008-12-31
ARAB AFRICAN INTERNATIONAL BANK,30332KE,EG31326,5,2011-12-31,2015-12-31
ARAB BANK FOR INVESTMENT & FOREIGN TRADE - AL MASRAF,AE31277,AE31277,3,2013-12-31,2015-12-31
ARAB BANK PLC,30025GJ,JO31548,5,2011-12-31,2015-12-31
ARAB BANK SYRIA SA,30011GA,SY21965,5,2011-12-31,2015-12-31
ARAB BANKING CORPORATION - EGYPT (SAE),30339KE,EG30058,4,2011-12-31,2015-12-31
ARAB BANKING CORPORATION (JORDAN),30228GJ,JO40017,5,2011-12-31,2015-12-31
ARAB BANKING CORPORATION BSC - BANK ABC,30003GB,BH32560,5,2011-12-31,2015-12-31
ARAB ISLAMIC BANK,35545GP,PS48938,3,2013-12-31,2015-12-31
ARAB JORDAN INVESTMENT BANK,30006GJ,JO32566,5,2011-12-31,2015-12-31
ARAB NATIONAL BANK PUBLIC JOINT STOCK COMPANY,30027GS,SA33416,5,2011-12-31,2015-12-31
ARAB TUNISIAN BANK,30009KU,TN33791,5,2011-12-31,2015-12-31
ARAB TUNISIAN LEASE,30043KU,TN17139,5,2011-12-31,2015-12-31
ARANIKO DEVELOPMENT BANK LTD,30168FB,NP11122,4,2012-07-15,2015-07-16
ARARATBANK OJSC,40034OA,AM39881,5,2011-12-31,2015-12-31
ARBUTHNOT BANKING GROUP PLC,91175EX,GB25004,5,2011-12-31,2015-12-31
AREA BANCSHARES CORPORATION,US610902343,US41936,2,2000-12-31,2001-12-31
AREA BANCSHARES CORPORATION,US610902343,USA1536,1,2000-12-31,2000-12-31
ARES CAPITAL CORPORATION,40349NU,US51085,3,2013-12-31,2015-12-31
ARMECONOMBANK - ARMENIAN ECONOMY DEVELOPMENT BANK,40007OA,AM42687,5,2011-12-31,2015-12-31
ARMENIAN DEVELOPMENT BANK OJSC,40037OA,AM11608,5,2011-12-31,2015-12-31
ARROW FINANCIAL CORP.,37056NU,US06455,17,2000-12-31,2016-12-31
ARROW FINANCIAL CORP.,37056NU,US41989,16,2000-12-31,2015-12-31
ARUN FINANCE LTD,30190FB,NP11870,4,2012-07-15,2015-07-16
ARZAN FINANCIAL GROUP FOR FINANCING AND INVESTMENT KSE,30056GK,KW26780,3,2013-12-31,2015-12-31
AS DNB BANKA,30061OL,LV29977,1,2014-12-31,2014-12-31
AS DNB BANKA,30061OL,LV33110,5,2011-12-31,2015-12-31
AS LHV GROUP,40025OE,EE52383,3,2013-12-31,2015-12-31
"ASB BANCORP, INC.",63172NU,US20703,4,2011-12-31,2014-12-31
"ASB BANCORP, INC.",63172NU,US91265,2,2015-12-31,2016-12-31
"ASB BANCORP, INC.",63172NU,USD2D41,11,2006-12-31,2016-12-31
ASB FINANCIAL CORPORATION,US311429488,US82657,4,2012-12-31,2015-12-31
ASHIKAGA BANK LTD.,30193FJ,JP14980,4,2013-03-31,2016-03-31
ASHIKAGA BANK LTD.,30193FJ,JP47963,3,2014-03-31,2016-03-31
ASHUR INTERNATIONAL BANK FOR INVESTMENT,30091GI,IQ12557,5,2011-12-31,2015-12-31
ASIA COMMERCIAL JOINT-STOCK BANK - NGAN HANG A CHAU,40011FU,VN42241,5,2011-12-31,2015-12-31
ASIA PLUS GROUP HOLDINGS PUBLIC COMPANY LIMITED,30064FT,TH16580,3,2013-12-31,2015-12-31
ASIA SERMKIJ LEASING PUBLIC COMPANY LIMITED,30437FT,TH50913,3,2013-12-31,2015-12-31
ASIA UNITED BANK CORPORATION,40014FA,PH19923,8,2008-12-31,2015-12-31
ASIA UNITED BANK CORPORATION,40014FA,PH47542,4,2012-12-31,2015-12-31
ASIAN AMERICAN BANK AND TRUST COMPANY,61382NU,US60283,3,2002-12-31,2004-12-31
ASKARI BANK LIMITED,30091FP,PK37550,5,2011-12-31,2015-12-31
ASO SAVINGS AND LOANS PLC,30240KN,NG25527,1,2013-12-31,2013-12-31
ASSOCIATED BANC-CORP.,34934NU,US06793,17,2000-12-31,2016-12-31
ASSOCIATED BANC-CORP.,34934NU,US41809,16,2000-12-31,2015-12-31
ASTORIA FINANCIAL CORPORATION,34937NU,US17104,4,2012-12-31,2015-12-31
ASTORIA FINANCIAL CORPORATION,34937NU,USA0891,16,2000-12-31,2015-12-31
ASYA KATILIM BANKASI AS - BANK ASYA,30299ET,TR49288,4,2011-12-31,2014-12-31
ATFBANK JSC,40002OK,KZ46286,5,2011-12-31,2015-12-31
ATHENS BANCSHARES CORPORATION,63168NU,US83742,4,2012-12-31,2015-12-31
"ATLANTIC BANCGROUP, INC.",37049NU,US89078,8,2000-12-31,2009-12-31
"ATLANTIC BANCSHARES, INC.",US203047433,US83269,11,2006-12-31,2016-12-31
ATLANTIC CAPITAL BANCSHARES INC,US205728270,US73313,6,2010-12-31,2015-12-31
ATLANTIC CAPITAL BANCSHARES INC,US205728270,USF8FCD,7,2010-12-31,2016-12-31
